"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q335533","Adolfo López Mateos","President of Mexico (1910-1969)","Male","Mexico","Politician",1910,1969,"",59
"Q21453007","Robert Collinson","1832-after 1890 Nationality: British","Male","United Kingdom of Great Britain and Ireland","",1823,1890,"",67
"Q47034932","John Payzant","","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","",1749,1834,"",85
"Q120445","Helmut Damerius","German communist, actor, victim of Stalinism (1905-1985)","Male","Germany; German Democratic Republic","Artist",1905,1985,"",80
"Q5132717","Cliff Padgett","American boat builder","Male","","",1879,1951,"",72
"Q824758","Klaus-Peter Nabein","German athletics competitor, long-distance runner and middle-distance runner","Male","Germany","Athlete",1960,2009,"",49
"Q7343136","Robert Cotton Money","British Army general","Male","United Kingdom","Military personnel",1888,1985,"",97
"Q18671365","Hamon L'Estrange","English legal and religious writer, died 1767","","Kingdom of Great Britain; Kingdom of England","Artist",1674,1767,"",93
"Q7791528","Thomas Kimmwood Peters","American film producer","Male","United States of America","Artist",1879,1973,"",94
"Q16259294","Hugh Primrose Lindsay","British naval captain, director of East India Company and MP","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Politician",1765,1844,"",79
"Q28857764","Friedrich Sprang","deutscher Jurist und Richter am Bundessozialgericht","Male","","",1932,2017,"",85
"Q6927698","Moylan McDonnell","Canadian ice hockey player","Male","Canada","Athlete",1889,1969,"",80
"Q55939650","Bernard C. Middleton","English bookbinder and restorer","","","",1924,2019,"",95
"Q5545887","George Waring","English actor","Male","","Artist",1925,2010,"natural causes",85
"Q2419091","Theophil Wilhelm Anton Hompesch-Rurich","empresariu belxicanu (1800–1853)","","","Businessperson",1800,1853,"",53
"Q3068597","Ferdinand Joseph L'Herminier","French botanist (1802-1866)","Male","France","Researcher",1802,1866,"",64
"Q3920648","Yuri Tarich","Soviet film director and screenwriter","Male","Soviet Union","Artist",1885,1967,"",82
"Q4934250","Bob Usdane","American politician","Male","United States of America","Politician",1936,2011,"",75
"Q15969945","Avril de Sainte-Croix","(1855-1939), editor","Female","Switzerland; France","Artist",1855,1939,"",84
"Q15440565","Douglas Watt","Theater critic","Male","United States of America","Artist",1914,2009,"natural causes",95
"Q1116470","José María Valverde","Spanish philosopher","Male","British Raj","Artist",1926,1996,"",70
"Q8005870","William Branwhite Clarke","English geologist and clergyman","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Researcher",1798,1878,"",80
"Q15845362","Adolf Fredrik Nordling","Swedish painter","Male","Sweden","Artist",1840,1888,"",48
"Q28358504","贝海燕","","","","",1936,1998,"",62
"Q3934419","Riccardo Dalla Volta","Italian economist","Male","Kingdom of Italy","Businessperson",1862,1944,"",82
"Q3103327","Georges Phelut","French fighter pilot (1935-1981)","Male","France","Fighter pilot",1935,1981,"accident",46
"Q2847546","André Condé","Swiss sculptor (1920-2004)","Male","Switzerland","Artist",1920,2004,"",84
"Q55769130","Constantin Cesianu","birth/death: 1913-1983  VIAF[29635282] LCAuth[n94113616]","Male","","",1913,1983,"",70
"Q6828027","Michael A. Gilbert","Fan artist and author","Male","United States of America","Artist",1947,2000,"",53
"Q1229114","Francesco Griffo","Italian typographer","Male","Republic of Venice; Papal States; Lordship of Bologna","Type designer; typographer",1450,1518,"",68
"Q24688717","Ignacy Łagodzic","functionaris","Male","","Official",1818,1901,"",83
"Q3184566","Joseph Barsalou","French physician","Male","France","Physician",1600,1660,"",60
"Q17479106","Bede Fanning","Australian public servant","Male","Australia","Civil servant",1885,1970,"",85
"Q19630126","Louis-Joseph-Marie-Ange Vigne","sacerdote católicu francés (1826–1895)","","France","",1826,1895,"",69
"Q4723031","Alfred L. Elwyn","American physician (1804-1884)","Male","United States of America","Physician",1804,1884,"",80
"Q3101","Patrick Ricard","French entrepreneur and CEO","Male","France","Business executive",1945,2012,"",67
"Q4134318","Dimitr Gatchev","Soviet musicologist and literary critic","Male","Soviet Union","",1902,1946,"",44
"Q7513253","Sigurd Lucassen","American labor leader","Male","United States of America","Trade unionist",1927,2001,"",74
"Q85899","Hans Hermann von Berlepsch","German politician and jurist (1843-1926)","Male","Germany","Politician",1843,1926,"",83
"Q75929701","James Bell Pettigrew Finlay","(1860-1936)","Male","","",1860,1936,"",76
"Q1031785","József Göőz","onderwijzer","Male","","Teacher",1855,1909,"",54
"Q6498950","Laura Gonzenbach","Swiss fairy tale collector in Sicilia (1842-1878)","Female","Switzerland","Artist",1842,1878,"",36
"Q7343951","Robert Eden","Scottish Episcopal bishop","Male","United Kingdom","Religious figure",1804,1886,"",82
"Q5920825","Howard Schenken","American bridge player and writer","Male","United States of America","Athlete",1903,1979,"",76
"Q55902858","Rafael Boll","","","","",1830,1909,"",79
"Q21455280","Ingegerd Ahlefeldt-Laurvigen","kunstschilder","","","Artist",1900,1986,"",86
"Q2982526","Colette Thomas","French comedienne","Female","France","Artist",1918,2006,"",88
"Q4290992","Мікалай Дыянісьевіч Мяркулаў","ondernemer uit Keizerrijk Rusland (1869-1945)","","Russian Empire","Businessperson",1869,1945,"",76
"Q5746446","Hugo Fröding","Swedish historian","Male","Sweden","Researcher",1842,1930,"",88
"Q64691947","Emilio Cecco","roman-catholic bishop","Male","","Religious figure",1872,1944,"",72
"Q5743367","Rutger Friberg","Swedish writer","","Sweden","Artist",1945,2020,"",75
"Q8010295","William Guybon Atherstone","South African geologist (1814-1898)","Male","United Kingdom of Great Britain and Ireland","Researcher",1814,1898,"",84
"Q5076217","Charles Chester","English rugby union and rugby league footballer","Male","","Athlete",1919,2011,"",92
"Q3180512","Adam Włodek","poet","Male","Poland","Researcher",1922,1986,"",64
"Q6281314","Joseph Bancroft Reade","English cleric, scientist and photographer","Male","","Researcher",1801,1870,"",69
"Q1692892","Johann Christian Bacmeister","German jurist","Male","Germany","Jurist",1662,1717,"",55
"Q1597181","Ulysses G. Weatherly","American sociologist","Male","United States of America","Teacher",1865,1940,"",75
"Q26235892","Edward Diego Reyes","American politician","Male","United States of America","Politician",1919,2018,"",99
"Q7146597","Patrick Grant","Scottish judge","Male","","Judge",1690,1754,"",64
"Q72121","Otto Weidinger","Recipient of the Knight's Cross","Male","Germany","Military personnel",1914,1990,"",76
"Q5082373","Charles Saxton","New Zealand rugby union footballer, coach and administrator, and cricketer (1913-2001)","Male","New Zealand","Athlete",1913,2001,"",88
"Q59706013","William Henshaw Clarke","New Zealand photographer (1831-1910)","Male","New Zealand","Artist",1831,1910,"",79
"Q11464296","Ono Ryūtarō","Japanese politician","","Japan","Politician",1863,1909,"",46
"Q21032046","Karl Demberg","German association football player","Male","Germany","Athlete",1905,2000,"",95
"Q48645513","萧朗","kunstschilder","","","Artist",1917,2010,"",93
"Q4499447","Vitali Holostenco","Romanian politician","Male","Romania","Politician",1900,1937,"",37
"Q1895715","Maria Benigna Franziska von Sachsen-Lauenburg","česko-saská šlechtična","Female","","Aristocrat",1635,1701,"",66
"Q4089274","Stanislav Bogdanov","Russian economist (1938-2010)","Male","Russia","Businessperson",1938,2010,"",72
"Q7793516","Thomas Richards","Welsh historian, author and librarian","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Researcher",1878,1962,"",84
"Q19058065","Pjotr Saveljev","","","Soviet Union; Russian Empire","Teacher",1902,1969,"",67
"Q5237174","David Martin Baker","American politician","Male","United States of America","Politician",1923,2010,"",87
"Q5082699","Charles Stokes","American artist (1944-2008)","Male","United States of America","Artist",1944,2008,"",64
"Q5504911","Fritz Gazzera","German fencer","Male","Germany","Fencer",1907,1996,"",89
"Q16846759","Sir George Shee, 1st Baronet","British Baronet","Male","","Politician",1758,1825,"",67
"Q55671921","Joachim Gaultier Du Mottay","Érudit, numismate et collectionneur. - Maire de Plérin","Male","","",1810,1883,"",73
"Q55858384","Jens Severin Nathanael Panum","1792 bis 1836 Beruf/Funktion Mediziner ; Regimentschirurg bei der Bornholmer Miliz und beim holsteinischen Artillerie-Regiment ; Mitdirektor des Christians-Pflegehauses in Eckernförde Konfession evangelischer Sohn Namensvarianten Panum, Jens Severi","Male","","",1792,1836,"",44
"Q317019","Henry I of Nassau-Siegen","Count of Nassau-Siegen (1303-1343)","Male","","Ruler",1270,1343,"",73
"Q11729264","Juliusz Braun","Polish jurist","Male","Poland","",1904,1990,"",86
"Q18420380","Salvatore Palazzotto","Italian entrepreneur","Male","","Entrepreneur",1751,1824,"",73
"Q6506449","LeRoy R. Hafen","American historian","Male","United States of America","Researcher",1893,1985,"",92
"Q5920242","Howard M. Fish","recipient of the Legion of Merit","Male","United States of America","Military personnel",1923,2020,"",97
"Q44737628","John A. Carver Jr.","American attorney and politician","Male","","Lawyer",1918,2016,"",98
"Q21169800","Countess Palatine Louise of Zweibrücken-Birkenfeld","(1678-1753)","Female","Germany","Aristocrat",1678,1753,"",75
"Q61197823","Franz Karst von Karstenwerth","Ps. Flemming; (1832 - 1900), Journalist und Schriftsteller","Male","","Journalist",1832,1900,"",68
"Q2959233","Charles Gonnod","French landscape architect","Male","France","Artist",1912,1984,"",72
"Q4908762","Bill Dickie","Scottish football executive","Male","","Architect",1929,2012,"",83
"Q1336659","Emil Pirchan","Austrian architect and painter (1884-1957)","Male","Austria","Artist",1884,1957,"",73
"Q2129560","Ralph Day","Canadian politician","Male","Canada","Politician",1898,1976,"",78
"Q5661342","Pedro Estopiñán","Spanish military personnel","Male","","Military personnel",1470,1505,"",35
"Q5443825","Ferdinand Durang","American actor","Male","United States of America","Artist",1785,1831,"",46
"Q15973718","Robert Billecard","","Male","France","Official",1886,1953,"",67
"Q7933739","Virgil Baer","American football and basketball coach","Male","United States of America","Athlete",1912,1993,"",81
"Q52159155","William Archibald Macfadyen","geologist, petrologist","Male","","Researcher",1893,1985,"",92
"Q1871962","Louis Schlösser","German composer","Male","Germany","Artist",1800,1886,"",86
"Q66132386","Albert Ghazaryan","athlete, coach, referee","Male","Armenia; Soviet Union","Athlete",1935,2020,"",85
"Q3261900","Louis Follet","French politician","Male","France","Politician",1898,1957,"",59
"Q29643111","Michael Langman","gastroenterologist","Male","","",1935,2014,"",79
"Q266523","Baldwin VI, Count of Flanders","Count of Mons and Hainaut and Flanders (1030-1070)","Male","","Politician",1030,1070,"",40
"Q5992936","Manuel Fernández Montesinos","Spanish politician","Male","Spain","Politician",1901,1936,"",35
"Q1447007","Cleto Maule","Italian bicycle racer","Male","Italy; Kingdom of Italy","Athlete",1931,2013,"",82
"Q26212316","Emma Liekne","","Female","Latvia","",1886,1942,"",56
"Q2978447","Claudie Pierlot","styliste française","","France","Personal stylist",1947,2009,"",62
"Q19960235","Gottfried Kurth","German university teacher and paleoanthropologist (1912-1990)","Male","Germany","Teacher",1912,1990,"",78
"Q7167466","Percy MacKenzie","English cricketer (1918-1989)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1918,1989,"",71
"Q21557266","Molly Angela (née Cayzer), Lady Wyldbore-Smith","","Female","","",1917,2001,"",84
"Q6456556","L. M. Milne-Thomson","British mathematician","Male","English people","Researcher",1891,1974,"",83
"Q6686726","Louis Bastide","Malian judge and diplomat","Male","Mali","Politician",1943,2010,"",67
"Q16406242","Arne Lepp","","Male","","",1928,2018,"",90
"Q27147728","Daryl Hill","Australian painter","","Australia","Artist",1930,1999,"",69
"Q7142328","Pasquale Conte","American mobster","Male","","",1925,2017,"",92
"Q5951645","Mahdi Ghalibafian","Iranian engineer","Male","Iran","Artist",1935,2007,"",72
"Q700876","Liu Ruming","Chinese general (1895-1975)","Male","","Politician",1895,1975,"",80
"Q12313010","Fritiof Normann Andersen","Danish sprinter and long jumper","Male","Denmark","Athlete",1898,1954,"",56
"Q29033151","Vlastimil Válek","Czech motocross rider","Male","","Athlete",1938,1989,"",51
"Q2966420","Christophe Otzenberger","French actor","Male","France","Artist",1961,2017,"",56
"Q8004698","William Augustus Mowry","American historian","Male","United States of America","Researcher",1829,1917,"",88
"Q5132735","Cliff Rankin","Australian rules footballer and coach","Male","","Athlete",1896,1975,"",79
"Q2720655","Agnes of Montepulciano","Dominican nun, wonderworker and saint","Female","","Nun",1268,1317,"",49
"Q16861857","Josefa Tolrà i Abril","Spanish painter (1880-1959)","","Spain","Artist",1880,1959,"",79
"Q5082656","Charles Stephen Booth","Canadian politician","Male","Canada","Politician",1897,1988,"",91
"Q38102802","Juan Espantaleón","Spanish actor (1845-1920)","Male","Spain","Artist",1845,1920,"",75
"Q56254513","Dennis Griffiths","association football player (1935-2005)","Male","","Athlete",1935,2005,"",70
"Q20090854","Gene Hamm","Professional golfer and golf course designer","Male","","Athlete",1923,2016,"",93
"Q1468925","Fritz Wimmer","German painter (1879-1960)","Male","Germany","Artist",1879,1960,"",81
"Q27750976","Alvar Jonson","Swedish artist","","Sweden","Artist",1914,1985,"",71
"Q1734187","Karol Zając","Polish sportsperson and alpine skier","Male","Poland","Alpine skier",1913,1965,"",52
"Q3183359","Jonathan Edwards Chatterton","uitvinder","Male","","Inventor",1837,1885,"",48
"Q11590844","Ken'ichi Kamiya","banqueru xaponés (1922–2006)","Male","Japan","",1922,2006,"",84
"Q99490","Gerhard Helbig","German philologist","Male","Germany; German Democratic Republic","",1929,2008,"",79
"Q3084450","François Dezoteux","French physician","Male","France","Physician",1724,1803,"",79
"Q43799727","Hector Hawton","journalist","Male","","Journalist",1901,1975,"",74
